subid,highrewardERS,lowrewardERS,highrewardencsim,lowrewardencsim,highrewardretsim,lowrewardretsim
500,0.00219937709980661,-0.0156902905173538,-0.00771299090916596,0.0164691258702396,0.0183585986758312,0.0179902910060984
501,0.0209054974582572,0.0498469909149794,0.00191623237829868,0.0174078313071053,0.0128823780061861,0.0464412310110015
502,-0.00485439993667907,0.00914329793513978,0.00154121976568068,-0.00310362922202853,-0.0157466510736738,0.0372302147186281
503,0.00770478873749876,-0.0219360602113986,0.0123137224494833,-0.0188312350382859,0.020193501233023,0.0138799623827207
504,0.0265815753125502,0.0347506897764375,0.0224806270530952,-0.00616725434484497,0.00338934941894795,0.00498362858805279
508,-0.0205603578403417,-0.0466280468993234,0.0167764814309947,-0.01431664643346,0.013349976353476,0.0261689342877996
509,-0.00481089871812594,0.0117927502727878,-0.00385435302976286,0.000813339033215371,0.00527786728987874,0.00697152592930923
511,-0.0110547996072225,-0.0323857545324485,0.0340473051030777,0.0572648343820836,0.00718914623251985,0.00455315696466664
513,0.0213874423952859,0.0502027085951411,NA,NA,NA,NA
515,0.00228164721397332,-0.0120759658738241,0.00310069210171936,0.0175803152939621,0.00245507704392013,0.00839444619814263
517,-0.0189796557272568,0.0160866184549699,0.0116684898991919,-0.0115531288639754,-0.00776268992082905,-0.00832595498461952
518,0.000120480766626325,0.0077262399744215,0.00136635170013336,-0.0140810042548175,0.0369353103739868,0.0470008697690748
519,0.0221902731391404,-0.0138871951182171,0.0187676084019546,-0.00984757343111708,0.0427619259694918,0.0725678442547286
521,0.0152056533273666,0.00942592636674041,0.0355890117803466,0.0404573228350532,0.0337621880617024,0.000134453861568315
523,-0.0148193713105869,0.112693510898784,NA,NA,NA,NA
524,-0.00840649512170297,-0.0120688704661256,0.0163295386185818,0.00379709936665712,-0.0050910865839684,-0.0115470195788364
528,0.0521672930108833,0.0269961069255933,NA,NA,NA,NA
530,-0.0333986789926159,-0.0366351488994954,0.0155243241798585,-0.00088859304891322,0.0480785808875613,0.0324747212660965
531,0.0478359526341852,0.00350721287924866,0.0428637581112273,0.0132655585567196,-0.00266156551193258,0.00310163649514879
532,0.0346305477150215,0.0497661037102584,-0.00534585867989263,0.0307027512511241,0.041813317880925,-0.00331597890927341
536,0.016012059376774,0.00676682965186695,0.0234444608190744,-0.0239877228136325,-0.00494057540793758,-0.00775279368527018
537,-0.0242140403361484,-0.00474240596609165,-0.0153909491842893,-0.0326463779685095,-0.0123713590018452,-0.0055271693248373
540,0.0150182769326942,0.000413026840538118,-0.0155229875010418,-0.00314985576535392,0.0200473120051386,-0.0150281342223299
541,-0.0620234052240288,-0.0115727242475307,NA,NA,NA,NA
542,0.00555996943857722,0.0534240161490766,NA,NA,NA,NA
545,0.00983758239879956,-0.0224079505657464,-0.000896441691242253,-0.00143893398612284,-0.00917745124795878,0.0187758595726598
548,-0.0109990350584103,0.00174531529770081,NA,NA,NA,NA
549,0.0211919645397699,0.0628743548435056,NA,NA,NA,NA
550,-0.0130130748467946,-0.0340471295166914,0.0239394773274287,0.0209502320811776,-0.0523118015488755,-0.0499948571922935
552,0.0559758903096172,0.00126556772990645,0.0430861562934082,0.032965689627769,0.0351527300667697,0.0428631722501005
557,-0.0381846565584145,-0.0177638694382015,-0.00660064656653782,0.0257968073994177,0.010236166083016,0.0411586369373619
558,-0.00588671884069299,0.0225463638998816,0.0252730260481534,-0.00346277100227672,-0.00236867746663906,0.0153278414920586
559,-0.0303058457464375,0.00262849488680245,0.0224399868522885,0.00747580863459367,0.0467339428699406,-0.00322888192833505
560,-0.00223833449263172,-0.0100491145804513,0.00319749188211789,-0.00444249869679325,0.0208138149990514,0.0450692009482265
561,-0.0161774763721908,-0.00809228350135837,0.0141659293736788,0.0106289003189025,0.0299776014934847,-0.0171363090116448
562,-0.00619617267628461,0.00478507344013095,0.040860118568445,0.0617147842265801,0.00870371074292021,0.0275570454622877
563,0.00658129158106629,-0.0180015766264019,0.0127766779617282,0.0154465821485901,0.0696388777332406,0.0954053436092001
566,-0.0227489623670893,0.0215678493589124,-0.00142244611141473,0.0219817594188321,-0.0216360981423686,0.0111898167299272
570,0.00535921071094372,-0.0438596820260891,NA,NA,NA,NA
573,-0.0363097068087793,-0.0297209001982881,NA,NA,NA,NA
574,-0.00797899252033394,-0.0420404905348744,0.0238849798992957,0.00624961434966,0.0215545977765604,0.0249703101348501
576,0.0261709501217083,0.0131732752462774,0.0341170326806757,0.0223116742639867,0.0247918004112302,0.0304237916041312
577,-0.0313938791698547,-0.0296890244286617,0.00621791265576022,-0.00848081132991284,0.042172365040681,0.0243121192593266
581,-0.0057488000057304,0.0298622310072576,NA,NA,NA,NA
582,-0.01028744719547,0.00168208495869977,0.026770041200313,0.0402917842273709,0.0162928991572711,0.0259894233105744
584,0.0123282224279383,-0.00689679972929277,-0.0126071619988908,-0.00591057426862609,0.004926009305778,0.00699435089486739
586,-0.0236784811832284,0.0323590385213375,0.058952264369439,0.0240585264597428,0.0469271520347264,0.0255831893837819
587,0.0449139546519517,0.0158681569120772,-0.0136525058226304,0.0305228274910218,-0.0131740578608135,-0.00705889453307632
588,0.0273038749543262,-0.0161176802566915,0.0132054623383083,0.0102563636159778,0.0393899625253875,0.00503152078667307
591,-0.0206662226933402,0.0139257068605333,0.0492982992096171,0.0358899806825928,0.020497031167855,-0.0336867939700363
592,-0.0432166136379945,-0.0561815522373974,0.0490793168868097,0.0392985397019069,0.0427583306075823,0.0233538510303028
593,0.0201114729920248,-0.00515960582695274,0.0192307970686069,0.0151537369758816,0.00988738823933978,0.0120559779358222
595,-0.0285863908845919,0.00783239212708454,0.00037935371417792,0.016910433915694,-0.00336698084802145,-0.00311690150601988
596,-0.0298755834338988,0.00699760440241211,0.0466980708734367,0.0619473801197618,-0.0114364063265348,0.0340789933736745
597,0.0147766352361294,-0.00751236240902385,0.0294027521090443,0.0298368903740632,-0.00277901323467574,-0.00825192916276847
598,-0.051930835732907,-0.0101628988055282,0.0210940288922502,0.0551226170822944,0.0108914060242736,-0.000693725413564004
601,0.0305311971253322,0.0552435407287278,-0.0256894633662491,-0.024737148007255,0.0108236034800093,0.00420155160821778
602,0.00946791982506885,-0.00954749984082002,0.0132684379235112,-0.0114067307639859,0.0346184308512924,0.051319945681106
604,0.0400974768746927,-0.0307842952926957,NA,NA,NA,NA
605,0.0190767065050621,-0.0317444767529496,0.00427002026568252,-0.0253257578465772,0.0233234080226987,0.02854293968995
608,-0.0123471663743511,0.0471279713458436,0.0280847655017325,0.0320304055396627,0.0114775145143159,0.0387286071196035
609,0.023419955026247,-0.0193884456274312,-0.00135736807654958,-3.39918000375814e-05,0.0357021426612475,0.0235880602067368
615,-0.0241978886634751,0.00397680871144913,-0.0152870351718459,0.0041016938663997,0.0184716907405538,-0.00898599504592401
617,0.000390232278303746,0.0257129526642208,0.00103240634600108,0.0133343202492156,-0.0455302116827091,0.00779576551162382
622,0.0004966242231909,0.00591660313651924,-0.0072464173486075,-0.0138601129529336,0.00106572731292673,0.00694279085643461
626,-0.00495425063936583,-0.000545078805750473,0.0189689975886933,0.014037643814707,-0.0192580994846731,0.00777739216728101
627,0.0748394485549077,-0.0515908278908442,NA,NA,NA,NA
629,-0.0300817454650579,0.0114400889980859,-0.00109363337279388,-0.00921625380620838,0.0011577354234436,0.0157478419635166
631,-0.0464136596179739,-0.0245258272276175,NA,NA,NA,NA
634,-0.0271731160715945,0.0289835074116958,NA,NA,NA,NA
635,-0.00266853954635791,0.0215819350453607,-0.00881128249100666,0.00906662657667451,0.0595864455856,0.0678333984594089
636,0.0147848849345077,0.00750412430052451,0.0201492543073591,-0.00528333297127392,0.00934414871249974,0.0115938223086149
637,-0.0191870407035119,0.0042835232609385,-0.0171888868594256,0.0107372543771706,0.0232566773328072,0.0386752755954565
638,0.0471750061294684,0.0553858873139038,-0.0365218651460179,-0.0260461932095974,-0.00263910703962059,-0.0203832508856724
641,0.0172837587549,0.034526571782122,0.0195521556905604,0.030372904061033,0.027756705340961,0.0485125686204373
642,0.00589862217164367,0.0451607476166626,0.0133555245904209,0.0176611427157222,0.00926954716298268,0.0151390809770279
643,-0.0070588605329905,-0.00789983938572836,-0.00686256179985636,0.0142478675389931,0.0129922868583027,0.00239651841713386
644,0.0251752496180317,0.00399365441698738,0.000675179039817171,-0.0127195685611284,0.0205545003852826,0.0290631797411042
645,-0.00641106438288054,0.00981184931846618,NA,NA,NA,NA
646,0.0510352675701099,0.0303079131350004,0.00958011835191791,0.0146387037894034,0.0303340497339135,0.0521043157840669
647,-0.00194760508899627,0.0090083960548372,0.0142624031020314,0.0292627905942591,-0.00490781569038366,0.00727122683750074
648,0.000479238280310137,-0.0049659530776104,0.0457780781278698,0.0599419545675469,0.0183255405838622,0.000554318220379595
649,0.0159134982968856,-0.0131806288435567,-0.0118731273768509,-0.000490310153990696,-0.0185435029808378,-0.00533841281313751
650,0.0191272019269456,0.0264903037232349,0.0107383163510131,-0.0123737435585135,0.0359251194589726,-0.0101329090894665
651,0.0176223827476372,0.0081532545090083,0.040179330281311,0.017798423175909,-0.0183820758128344,0.00273228701970563
653,0.0279380685490437,0.035949620817975,0.0109695852731434,0.0245106577293388,-0.0116076551293923,-0.0009581239381769
654,-0.0381039019866282,-0.00264630883824257,0.00624842226446686,-0.0081009954080843,-0.0205655840915576,-0.000981579838624399
655,0.0400251396886486,0.0872942351505278,NA,NA,NA,NA
656,-0.0241849468398723,0.0513629821315366,-0.0152693047734117,0.0154288928308475,-0.0120391438741609,0.0122427332988016
